population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
61315,8579,38.152,117,25.44,0.696635383,0.020766773,0.257008786,0.003803914,0.01024361,0,0.009644569,0.001896965,11.797,0.524,0.039,0.217,0.077,0.309,0.169,0.087,0.18,0.27,11.65412728,3.05,12.97,203,0.497,0.275,0.136,0.172517553,0.324974925,0.31995988,0.182547643,16.67512981,8.042719783,686
7585,916,29.049,-1,29.666,0.739467883,0.002637433,0.040346692,0.153353668,0.001298584,0.006432519,0.056463222,0,13.972,0.322,0.114,0.245,0.092,0.274,0.243,0.091,0.178,0.223,11.37082944,,37.1,247,0.485,0.194,0.202,0.12751004,0.31124498,0.392570281,0.168674699,9.942438514,12.03558346,592
12379,955,19.296,5,26.45,0.973340355,0.004073967,0.011933743,0.001281809,0.003795745,0,0.00557438,0,3.349,0.547,0.042,0.103,0.042,0.319,0.11,0.099,0.176,0.283,10.98422039,,12.67,233,0.51,0.236,0.194,0.052104208,0.350701403,0.367735471,0.229458918,9.87854251,9.63562753,663
22807,1939,18.88,52,26.605,0.975216506,0.007702438,0.003362334,0.000299318,0,0,0.013419404,0,17.115,0.35,0.094,0.211,0.05,0.37,0.349,0.173,0.056,0.452,13.07054991,7.29,30.96,346,0.503,0.217,0.163,0.247484909,0.461770624,0.212273642,0.078470825,9.578207381,14.23550088,469
50384,4863,23.139,,27.756,0.889690463,0.012752722,0.076436061,0.002187328,0.007745949,0.000501681,0.010585461,0.000100336,10.212,0.433,0.065,0.203,0.072,0.297,0.234,0.138,,0.303,13.46401583,,20.19,241,0.513,0.2,0.234,0.139139139,0.34034034,0.264264264,0.256256256,10.67115423,11.83923976,705
13593,1674,23.173,0,26.334,0.864127118,0.003412081,0.104673851,0.003862356,0.002401465,0.000300183,0.021222946,0,13.505,0.523,0.036,0.21,0.08,0.265,0.163,0.086,0.167,0.297,13.06887985,,19.08,225,0.481,0.196,0.193,0.091,0.299,0.383,0.227,11.22061049,10.40859263,609
34433,3016,21.749,8,27.258,0.94031446,0.006952491,0.04396252,0.001098813,0.003086666,0,0.003775922,0.000809126,10.919,0.474,0.046,0.234,0.109,0.303,0.208,0.09,0.136,0.283,13.40271999,,14.68,264,0.502,0.307,0.143,0.148851149,0.441558442,0.260739261,0.148851149,20.19358184,8.930114651,674
59227,5970,27.951,126,27.589,0.870871079,0.009495649,0.047944594,0.025649167,0.014397269,0.000793785,0.030749234,9.92E-05,10.615,0.486,0.054,0.242,0.094,0.321,0.174,0.122,0.139,0.301,9.759673913,3.51,23.82,306,0.503,0.248,0.17,0.142147117,0.332007952,0.337972167,0.187872763,12.2342918,10.8029819,671
9693,1135,33.011,3,37.148,0.904052022,0.006861251,0.041087842,0.009848734,0.018343142,0.001692907,0.018114102,0,3.49,0.562,0.032,0.115,0.072,0.281,,0.075,,0.222,13.03160498,,,186,0.508,0.211,0.163,0.087,0.274,0.355,0.284,12.66210559,8.373327887,736
29894,3212,32.099,45,27.035,0.772103361,0.115515153,0.041338366,0.001792097,0.008770261,0.000500586,0.05917924,0.000800937,12.149,0.436,0.063,0.136,0.033,0.328,0.285,0.101,,0.27,12.32593041,,16.36,235,0.49,0.194,0.162,0.139278557,0.332665331,0.354709419,0.173346693,10.79721687,11.33372454,619
67941,11173,38.604,,25.515,0.859264313,0.030673677,0.046356686,0.012973852,0.012552427,0.001515121,0.035750838,0.000913086,5.033,0.497,0.026,0.139,0.059,0.296,0.179,0.092,0.227,0.286,9.547044626,,9.9,240,0.491,0.236,0.122,0.069790628,0.294117647,0.379860419,0.256231306,18.51394359,7.425922427,781
106161,10303,22.108,602,31.839,0.906449912,0.012515794,0.049784605,0.002288261,0.005889785,9.95E-05,0.022673684,0.000298469,10.597,0.503,0.072,0.164,0.038,0.338,0.23,0.112,0.217,0.256,11.96370294,2.37,10.06,310,0.51,0.215,0.174,0.106,0.355,0.355,0.184,10.19977292,10.73462762,658
117,15,50.873,-1,44.784,0.408699118,0,0.351771212,0.128444024,0,0,0.111085646,0,0,0.894,0.051,0.218,0.155,0.299,,0.111,,0.269,10.53768712,,,404,0.457,0.126,0.099,0.197211155,0.521912351,0.261952191,0.018924303,21.05263158,10.52631579,883
7109,785,24.681,0,19.211,0.961611858,0.005472481,0.019496976,0.004069022,0.003443019,0,0.005502772,0.000403873,10.141,0.56,0.036,0.13,0.051,0.308,,0.093,0.232,0.283,10.916161,,27.62,251,0.503,0.237,0.208,0.083333333,0.40060241,0.324297189,0.191767068,11.89464741,12.03625035,512
26284,2835,27.972,,28.7,0.883739764,0.01670716,0.039603267,0.017407041,0.009808333,0.000799864,0.031434656,0.000499915,8.041,0.492,0.034,0.187,0.059,0.278,0.179,0.089,0.17,0.266,10.54383227,,24.44,240,0.489,0.235,0.127,0.075924076,0.321678322,0.372627373,0.22977023,11.62008668,7.248542819,677
9939,1554,54.82,,20.667,0.099659208,0.003297988,0.036707608,0.745445278,0.005626568,0,0.107954148,0.001309201,41.951,0.315,0.088,0.223,0.061,0.42,0.397,0.15,0.204,0.305,11.81763205,,94.86,347,0.505,0.406,0.066,0.232,0.222,0.402,0.144,27.6055211,7.801560312,443
20931,1691,22.937,3,25.201,0.92263372,0.003787651,0.048978937,0.013607487,0.002014068,0.002625303,0.006352833,0,10.604,0.449,0.045,0.227,0.115,0.293,0.126,0.098,0.096,0.227,11.32021041,,18.44,285,0.493,0.312,0.152,0.09561753,0.335657371,0.405378486,0.163346614,14.840073,10.90193065,583
28425,2132,26.048,2,22.689,0.864223583,0.0079851,0.09499891,0.007430304,0.007826587,0.004537439,0.012502724,0.000495354,8.57,0.394,0.046,0.24,0.152,0.253,0.099,0.076,0.064,0.23,12.08503295,,18.13,254,0.48,0.295,0.123,0.111,0.269,0.414,0.206,13.75773652,6.153846154,676
8530,790,31.389,2,24.208,0.792675289,0.005934925,0.191359068,0.002375958,0,0.003568908,0.004085853,0,12.765,0.475,0.051,0.262,0.182,0.282,,0.103,,0.297,9.558938192,,29.29,234,0.514,0.248,0.161,0.183449651,0.263210369,0.329012961,0.224327019,9.843089572,10.88529906,761
18080,1390,20.49,50,28.611,0.771101502,0.190793896,0.016845083,0.017326658,0.001504921,0,0.002327611,0.000100328,12.887,0.35,0.086,0.268,0.095,0.324,0.243,0.117,0.084,0.308,12.27608139,,27.1,386,0.505,0.231,0.131,0.16449348,0.342026078,0.359077232,0.13440321,11.66066895,9.596340001,628
2711,266,16.051,0,19.361,0.429632143,0.560837109,0.009530748,0,0,0,0,0,15.918,0.384,0.086,0.29,0.144,0.313,,0.136,,0.299,12.54027332,,,230,0.503,0.231,0.178,0.243538767,0.464214712,0.216699801,0.07554672,6.001500375,8.252063016,547
5742,569,21.95,-1,25.12,0.940158623,0.00617763,0.015660744,0.013907225,0.013282407,0,0.010813371,0,8.484,0.446,0.053,0.254,0.169,0.297,0.111,0.078,0.157,0.252,11.18407421,,29.64,223,0.493,0.213,0.187,0.071,0.391,0.298,0.24,8.500088543,8.854258899,610
18861,1249,17.855,6,23.122,0.94210081,0.004835005,0.023892985,0.006799226,0.000201459,0,0.022170515,0,5.706,0.541,0.048,0.144,0.075,0.34,0.185,0.107,0.19,0.23,8.441296593,,25.22,239,0.493,0.237,0.165,0.072072072,0.405405405,0.327327327,0.195195195,10.76980211,9.867897501,648
8049,720,15.7,,22.237,0.943612317,0,0.010677196,0.013809845,0.004623427,0,0.027277214,0,13.629,0.422,0.059,0.295,0.078,0.36,0.39,0.125,0.192,0.373,11.68826761,,24.45,296,0.5,0.201,0.228,0.179461615,0.424725823,0.249252243,0.146560319,9.379689845,11.88094047,503
44239,3799,23.916,,31.437,0.379203518,0.543516714,0.052375956,0.000699545,0.004816869,0.002718233,0.013171439,0.003497726,15.518,0.47,0.08,0.238,0.057,0.366,0.173,0.125,0.126,0.323,11.6536288,16.6,22.77,367,0.509,0.257,0.115,0.174348697,0.374749499,0.285571142,0.165330661,13.13320826,8.35125612,846
29611,4268,31.598,8,26.149,0.917415736,0.008007691,0.041852076,0.010742991,0.006976998,0,0.015004509,0,5.242,0.528,0.046,0.212,0.074,0.256,0.181,0.083,0.179,0.205,10.28933244,,16.34,271,0.499,0.218,0.168,0.05489022,0.273453094,0.377245509,0.294411178,12.11289756,9.904468722,767
2007,202,23.042,0,19.028,0.94735326,0,0.042256459,0,0.005423608,0,0.004966674,0,4.16,0.505,0.031,0.213,0.114,0.302,,0.11,,0.311,11.22134638,,,307,0.521,0.243,0.238,0.082751745,0.286141575,0.390827517,0.240279163,11.37832945,15.5159038,537
8024,901,19.265,,34.279,0.94016451,0.002828769,0.019741198,0.010642993,0.011034206,0,0.015588324,0,17.255,0.375,0.064,0.302,0.089,0.304,0.202,0.123,,0.322,11.68669709,,33.9,338,0.498,0.203,0.23,0.1812749,0.402390438,0.277888446,0.138446215,9.315792787,15.98791465,488
3659,498,19.921,-1,20.205,0.864005196,0.019036674,0.088458079,0,0,0,0.02850005,0,8.753,0.46,0.042,0.292,0.158,0.272,,0.117,,0.28,9.746286511,,36.31,305,0.525,0.212,0.251,0.116883117,0.317682318,0.306693307,0.258741259,10.26352289,11.09570042,639
23444,2297,28.417,42,36.557,0.671051174,0.279114504,0.03041626,0.00050358,0.005247308,0,0.008530653,0.005136521,18.736,0.433,0.075,0.263,0.092,0.338,,0.13,,0.268,13.35360602,8.09,26.37,317,0.473,0.223,0.138,0.240279163,0.437686939,0.220338983,0.101694915,12.05956826,11.24415261,722
63064,6544,24.959,43,29.78,0.954597764,0.006414554,0.013019244,0.010657567,0.005023567,0,0.010187233,0.000100071,8.015,0.498,0.059,0.124,0.065,0.267,0.165,0.085,0.198,0.207,12.0630614,,12.16,193,0.499,0.227,0.197,0.069207623,0.313941825,0.383149448,0.233701103,11.04867432,9.845666799,762
28907,3019,23.664,,33.121,0.862297694,0.006872168,0.107355211,0.001703102,0.004481849,0,0.00946168,0.007828295,15.099,0.418,0.072,0.333,0.141,0.288,0.224,0.116,,0.282,13.35976447,,28.97,245,0.495,0.214,0.201,0.218562874,0.355289421,0.260479042,0.165668663,10.0591716,7.831534981,728
58500,7756,33.181,179,31.276,0.747966826,0.200160844,0.02349334,0.001698919,0.013913043,0,0.012465444,0.000301583,11.469,0.464,0.051,0.237,0.094,0.334,0.177,0.096,0.111,0.304,11.79795882,3.67,23.16,288,0.513,0.256,0.111,0.087649402,0.237051793,0.314741036,0.360557769,12.83152311,6.651511324,847
24503,2718,23.818,,24.249,0.963713445,0.010719201,0.011311922,0.001295948,0.002431159,0.001617424,0.008408595,0.000502306,13.558,0.386,0.068,0.249,0.051,0.317,0.208,0.129,,0.363,13.37333913,,20.31,287,0.509,0.206,0.173,0.158524427,0.486540379,0.192422732,0.162512463,10.71211199,10.83384054,568
75568,12613,44.889,665,35.515,0.577316805,0.363560932,0.033250025,0.002809157,0.008857343,1.00E-04,0.013605918,0.00049985,21.528,0.425,0.074,0.265,0.091,0.363,0.232,0.113,0.123,0.333,12.03561945,8.74,24.63,335,0.524,0.234,0.119,0.151394422,0.280876494,0.299800797,0.267928287,13.63356841,9.302751573,727
446771,61036,36.579,4360,31.495,0.630133408,0.187766214,0.075172788,0.002220124,0.063499558,0.001105039,0.03818412,0.001918749,6.626,0.516,0.049,0.16,0.063,0.277,0.184,0.091,0.22,0.243,11.65008453,4.42,6.57,211,0.505,0.231,0.114,0.067134269,0.225450902,0.368737475,0.338677355,13.683906,6.671710878,1101
603,138,35.482,0,33.385,0.767513743,0,0.192666277,0.014860756,0,0,0.008406999,0.016552224,9.331,0.668,0.052,0.214,0.134,0.204,,0.059,,0.183,10.89784738,,,188,0.418,0.158,0.153,0.075225677,0.335005015,0.29889669,0.290872618,9.915014164,4.249291785,896
12680,996,21.978,1,33.188,0.657762855,0.322340563,0.006286802,0.001195588,0.000597794,0,0.010232243,0.001584154,19.045,0.359,0.084,0.255,0.112,0.376,0.293,0.168,0.119,0.346,11.67880924,12.04,52.54,393,0.505,0.243,0.158,0.208416834,0.352705411,0.318637275,0.120240481,14.06087721,10.78533195,593
6480,714,24.425,-1,25.289,0.95755272,0.001196689,0.029132853,0.004042598,0.002805684,0,0.005269456,0,10.176,0.563,0.027,0.186,0.08,0.283,0.133,0.112,0.192,0.296,11.82284253,,25.11,220,0.507,0.236,0.216,0.090452261,0.330653266,0.401005025,0.177889447,14.31683785,10.27077498,589
3114,295,16.553,2,25.175,0.966230871,0.00131542,0.016397558,0.000592441,0.00190786,0,0.01355585,0,10.688,0.513,0.032,0.177,0.078,0.32,0.179,0.101,0.209,0.366,12.0697771,,,248,0.5,0.204,0.243,0.0777667,0.372881356,0.363908275,0.185443669,9.738678786,12.3356598,510
10787,1107,31.176,16,26.133,0.677878306,0.013988865,0.032163452,0.148687612,0.006194074,0,0.121087691,0,15.133,0.368,0.074,0.263,0.118,0.37,0.225,0.126,,0.37,10.58206094,,40.75,324,0.497,0.236,0.183,0.165165165,0.342342342,0.352352352,0.14014014,10.86905599,12.93042867,573
187363,28027,41.203,984,28.277,0.656574015,0.185645637,0.092119955,0.004625937,0.020238475,0.004087574,0.035113256,0.001595151,12.3,0.411,0.066,0.205,0.059,0.324,0.277,0.105,0.167,0.329,14.56797781,7.19,16.36,299,0.509,0.271,0.081,0.080919081,0.308691309,0.362637363,0.247752248,17.57985744,6.027379693,851
4661,509,28.973,6,25.206,0.96734836,0.003493059,0.002597403,0.006528338,0.004557894,0,0.015474947,0,8.284,0.604,0.049,0.222,0.106,0.295,,0.114,,0.264,8.319613358,,27.67,265,0.51,0.199,0.217,0.098492462,0.44321608,0.266331658,0.191959799,11.20755961,14.50390067,589
5905,563,23.458,0,28.882,0.688629541,0.032467145,0.249925443,0.0033501,0.00962284,0,0.015507883,0.000497048,15.978,0.467,0.039,0.322,0.146,0.283,,0.116,,0.279,9.416195141,,,338,0.471,0.205,0.216,0.279441118,0.327345309,0.245508982,0.147704591,8.034188034,15.55555556,509
89671,10568,28.917,365,29.408,0.823274528,0.058775372,0.057647188,0.004422879,0.035702519,0,0.017881211,0.002296303,14.711,0.439,0.062,0.255,0.07,0.287,0.243,0.128,0.075,0.301,12.97676596,4.7,17.36,276,0.504,0.216,0.172,0.207831325,0.298192771,0.323293173,0.170682731,9.586747137,11.16018746,642
5410,676,32.287,,22.242,0.957036454,0.005964636,0.016067175,0.006257317,0.002957087,0,0.011717331,0,3.209,0.5,0.028,0.123,0.073,0.316,0.137,0.101,0.241,0.303,10.75674833,,,276,0.499,0.229,0.2,0.102102102,0.365365365,0.353353353,0.179179179,12.60734515,14.25178147,576
23539,2898,32.463,17,26.754,0.815641069,0.049153099,0.091204758,0.001899685,0.00345126,0.011030107,0.027023264,0.00059676,12.386,0.483,0.056,0.219,0.085,0.339,0.292,0.121,0.179,0.291,9.657326825,,19.17,338,0.503,0.228,0.164,0.146414343,0.396414343,0.268924303,0.188247012,12.94456629,12.25648303,679
48159,6217,34.829,300,32.594,0.484736245,0.47833403,0.020759902,0.000597407,0.008224307,0,0.007348109,0,17.81,0.439,0.075,0.23,0.076,0.395,0.258,0.121,0.153,0.342,11.75264956,9.81,20.74,410,0.524,0.253,0.139,0.14014014,0.298298298,0.316316316,0.245245245,12.91863544,10.65475881,714
55993,6168,28.511,198,26.624,0.90534905,0.023886326,0.04789324,0.000904404,0.006501663,0,0.015264337,0.000200979,12.92,0.487,0.057,0.172,0.065,0.299,0.187,0.1,0.199,0.293,13.4761169,,20.2,305,0.501,0.232,0.153,0.095427435,0.460238569,0.303180915,0.141153082,9.911904143,10.23453393,583
2656,305,20.208,1,22.183,0.909129667,0,0.064942791,0,0.011580638,0,0.008080668,0.006266236,5.067,0.487,0.031,0.198,0.096,0.32,,0.108,,0.276,13.22994697,,,209,0.497,0.206,0.261,0.070929071,0.315684316,0.391608392,0.221778222,10.42442293,7.8183172,602
26930,2674,24.822,71,29.854,0.967184819,0.00239454,0.012800814,0.001606338,0.000698408,0,0.015315082,0,11.213,0.466,0.068,0.197,0.077,0.38,0.231,0.105,,0.307,13.83939141,,23.86,330,0.505,0.232,0.157,0.126,0.449,0.273,0.152,11.95039459,10.89815859,597
40620,5365,29.078,,31.882,0.624816966,0.340817404,0.017710751,0.003914694,0.003416641,0.000298832,0.008626271,0.000398442,17.447,0.392,0.087,0.261,0.059,0.341,0.259,0.132,0.081,0.345,10.99951347,7.62,19.06,356,0.51,0.232,0.174,0.19739479,0.403807615,0.259519038,0.139278557,12.67135976,14.15339014,656
38279,4838,29.955,78,32.525,0.974289635,0.008002564,0.006870787,0.001001572,0.002684214,0,0.007151227,0,23.911,0.323,0.104,0.224,0.057,0.389,0.287,0.171,0.087,0.396,13.01352856,5.74,31.59,382,0.509,0.222,0.146,0.249751244,0.345273632,0.276616915,0.128358209,12.33425036,12.17779053,464
55216,8609,40.225,,32.81,0.370387348,0.56359306,0.040757755,0.003178906,0.000886905,0.001385166,0.017110285,0.002700575,21.674,0.425,0.103,0.234,0.059,0.37,0.211,0.148,,0.288,11.74356834,12.2,19.82,339,0.532,0.239,0.156,0.231231231,0.358358358,0.304304304,0.106106106,11.77003169,10.52059756,649
557881,85812,39.859,78,30.223,0.681199808,0.017449758,0.161962124,0.00409525,0.092432778,0.004125215,0.037626353,0.001108714,8.594,0.526,0.056,0.189,0.074,0.245,0.12,0.065,0.153,0.152,9.608329205,0.55,6.62,182,0.511,0.25,0.109,0.09327984,0.191574724,0.309929789,0.405215647,12.68454664,5.687101986,1099
45413,5866,30.761,119,25.375,0.757814071,0.018936804,0.073011786,0.070859648,0.006355847,0.000201134,0.072820709,0,13.659,0.419,0.057,0.288,0.124,0.354,0.206,0.14,0.127,0.328,9.947060292,3.6,26.62,338,0.51,0.248,0.177,0.134134134,0.337337337,0.343343343,0.185185185,14.10090272,12.67324123,618
1541470,231825,37.933,2904,28.441,0.746244308,0.046229295,0.073652605,0.000900766,0.104799079,0.00020017,0.023109643,0.004864135,5.638,0.542,0.047,0.055,0.017,0.235,0.113,0.087,0.181,0.217,10.33318191,0.49,4.7,188,0.514,0.208,0.136,0.075452716,0.212273642,0.19416499,0.518108652,11.29422059,7.03634164,1271
51023,5775,27.506,,30.662,0.818119651,0.053862167,0.033196231,0.072144732,0.004284033,0.000100564,0.016995344,0.001297278,14.009,0.404,0.071,0.167,0.076,0.289,0.186,0.098,0.207,0.261,11.24152208,,13.68,272,0.447,0.198,0.141,0.151394422,0.358565737,0.311752988,0.178286853,9.478765611,7.876170188,642
26074,3077,28.696,,31.367,0.815435539,0.015074625,0.133268861,0.003868356,0.009700801,0.002003968,0.02064785,0,16.945,0.395,0.067,0.294,0.081,0.35,0.245,0.118,0.113,0.342,11.40093913,,22,307,0.503,0.25,0.152,0.206586826,0.414171657,0.208582834,0.170658683,13.48903534,8.748602921,608
37103,4413,28.782,,28.372,0.944133572,0.003542602,0.022694793,0.007397194,0.004649665,0.000402568,0.017179606,0,13.827,0.421,0.06,0.252,0.058,0.273,0.146,0.118,0.065,0.328,10.9699425,6.88,24.02,332,0.513,0.228,0.187,0.142142142,0.358358358,0.352352352,0.147147147,12.27585837,10.74807687,623
1470053,229413,44.682,6055,32.942,0.469943666,0.095408545,0.220439703,0.00441697,0.148880802,0.010050351,0.047450022,0.003409941,13.793,0.464,0.073,0.202,0.06,0.275,0.147,0.092,0.181,0.183,8.766981429,5.98,9.39,250,0.505,0.25,0.119,0.132867133,0.221778222,0.355644356,0.28971029,13.37776023,7.270536662,1134
16694,1667,22.937,11,25.353,0.721818019,0.203678753,0.057955827,0.003073944,0.001097837,0,0.01118796,0.00118766,10.731,0.386,0.077,0.157,0.035,0.31,,0.095,,0.285,14.08792621,,18.69,289,0.442,0.191,0.159,0.230538922,0.342315369,0.334331337,0.092814371,10.73785243,10.73785243,529
35959,3668,26.928,192,26.429,0.898522705,0.050426334,0.026164981,0.010460044,0.003242118,0.000594884,0.010588935,0,10.376,0.434,0.066,0.214,0.083,0.33,0.311,0.113,0.195,0.292,13.35674942,,25.42,305,0.465,0.223,0.147,0.151848152,0.430569431,0.298701299,0.118881119,11.13943693,9.365994236,603
26011,2304,19.475,79,29.289,0.944080254,0.003049265,0.016319031,0.013299563,0.00420143,0.000297974,0.018553834,0.000198649,8.585,0.497,0.081,0.184,0.055,0.27,0.203,0.106,0.231,0.198,11.14623603,,9.22,227,0.511,0.207,0.202,0.077922078,0.318681319,0.326673327,0.276723277,8.058664019,11.41962342,637
46472,6559,35.16,132,33.926,0.57219048,0.231345748,0.180463692,0.002681689,0.002291444,0.000200126,0.010626695,0.000200126,22.512,0.434,0.08,0.351,0.133,0.324,0.24,0.128,0.126,0.289,11.90990116,10.64,23.56,337,0.504,0.276,0.134,0.270729271,0.36963037,0.227772228,0.131868132,13.48703794,10.04492071,645
48746,5722,26.423,191,29.301,0.916138508,0.027504477,0.029254945,0.004154846,0.006750367,0,0.016196857,0,11.035,0.517,0.052,0.107,0.034,0.297,0.276,0.091,0.235,0.287,11.5996885,,14.35,327,0.509,0.234,0.174,0.085,0.363,0.356,0.196,11.1831712,10.954519,590
8222,862,27.535,0,27.104,0.926402935,0.026829268,0.020384692,0.004659925,0.001764823,0,0.019958358,0,15.31,0.405,0.098,0.205,0.073,0.322,,0.127,,0.334,14.88815023,,30.33,345,0.505,0.231,0.185,0.206793207,0.463536464,0.224775225,0.104895105,8.123673841,14.06486814,503
39051,4181,34.176,79,28.857,0.424161836,0.069672703,0.491663181,0.001504014,0.001992072,0.000697225,0.01030897,0,12.77,0.436,0.052,0.345,0.158,0.321,,0.099,,0.25,8.63014615,,26.19,260,0.501,0.263,0.125,0.209255533,0.360160966,0.27665996,0.153923541,12.28859188,8.741369481,823
15559,1372,22.061,18,29.01,0.957312932,0.00150813,0.025478407,0,0.000599257,0.002616755,0.012484519,0,7.841,0.529,0.052,0.18,0.08,0.324,0.255,0.126,,0.318,13.42069003,,11.32,285,0.505,0.218,0.187,0.115653041,0.406779661,0.285144566,0.192422732,10.95572598,10.89128053,671
11874,1012,21.416,25,32.084,0.881192001,0.059961996,0.037420951,0.001005399,0.00189015,0,0.018529503,0,13.946,0.506,0.054,0.204,0.082,0.333,0.212,0.136,,0.327,13.30185647,,36.26,264,0.508,0.226,0.162,0.196787149,0.415662651,0.241967871,0.145582329,12.37768671,10.11959522,594
209940,33781,38.055,485,35.868,0.824094443,0.006390412,0.117167514,0.005614007,0.010133084,0.002916497,0.032688652,0.000995391,13.511,0.46,0.084,0.251,0.085,0.239,0.187,0.088,0.142,0.158,8.140512228,1.3,13.53,219,0.51,0.215,0.188,0.113226453,0.276553106,0.355711423,0.254509018,11.2202366,11.07197261,790
59665,6857,27.026,44,29.618,0.90937416,0.02508536,0.029515116,0.010133689,0.006928337,0,0.017967887,0.000995451,9.589,0.513,0.055,0.144,0.048,0.286,0.184,0.117,0.183,0.257,12.52883025,,13.57,273,0.507,0.214,0.166,0.090909091,0.371628372,0.337662338,0.1998002,9.694529274,10.16825845,734
20840,2099,26.939,5,24.444,0.877719969,0.002017196,0.089315851,0.003824684,0.001198334,0,0.025923966,0,10.78,0.477,0.048,0.204,0.076,0.3,0.177,0.074,0.137,0.257,11.48863019,,24.01,266,0.494,0.291,0.099,0.102409639,0.363453815,0.340361446,0.1937751,15.4261289,7.068319125,720
179670,25705,36.512,,26.362,0.844173742,0.042107593,0.04638273,0.025238402,0.017774514,0.000201183,0.022009415,0.002112421,8.49,0.573,0.03,0.159,0.053,0.293,0.178,0.08,0.207,0.237,12.15798199,2.45,10.03,224,0.5,0.247,0.115,0.089267803,0.290872618,0.324974925,0.294884654,16.37147727,7.155269345,760
4873,764,39.028,-1,41.577,0.420246998,0.558100603,0.016770585,0,0,0,0.002004852,0.002876962,26.719,0.376,0.094,0.307,0.101,0.355,0.257,0.144,,0.378,11.13373027,,,423,0.522,0.243,0.19,0.205383848,0.455633101,0.236291127,0.102691924,14.05249018,12.60591031,583
